codigo_postal,estado,municipio,colonia,d_tipo_asenta,d_ciudad,d_codigo,c_estado,c_oficina,c_CP,c_tipo_asenta,c_mnpio,id_asenta_cpcons,d_zona,c_cve_ciudad
50725,México,Jocotitlán,San Mateo Ixtlahuaca,Ranchería,,50701,15,50701,,29,48,2,Rural,
50725,México,Jocotitlán,San Jacinto,Barrio,,50701,15,50701,,2,48,6709,Rural,
50725,México,Jocotitlán,La Soledad,Barrio,,50701,15,50701,,2,48,7290,Rural,
50726,México,Jocotitlán,El Huerto,Ranchería,,50701,15,50701,,29,48,3,Rural,
50726,México,Jocotitlán,La Venta Yeche,Ranchería,,50701,15,50701,,29,48,6,Rural,
50726,México,Jocotitlán,Meje,Pueblo,,50701,15,50701,,28,48,735,Rural,
50726,México,Jocotitlán,San Francisco Cheje,Pueblo,,50701,15,50701,,28,48,737,Rural,
50726,México,Jocotitlán,15 de Agosto,Barrio,,50701,15,50701,,2,48,6717,Rural,
50726,México,Jocotitlán,Cheje,Ejido,,50701,15,50701,,15,48,6718,Rural,
50726,México,Jocotitlán,Tiacaque,Pueblo,,50701,15,50701,,28,48,6724,Rural,
50726,México,Jocotitlán,San Dimas,Ranchería,,50701,15,50701,,29,48,7294,Rural,
50726,México,Jocotitlán,Providencia,Ejido,,50701,15,50701,,15,48,7295,Rural,
50727,México,Jocotitlán,La Providencia,Pueblo,,50701,15,50701,,28,48,733,Rural,
50727,México,Jocotitlán,Los Reyes,Pueblo,,50701,15,50701,,28,48,736,Urbano,
50733,México,Jocotitlán,Enguindo San Isidro,Barrio,,50701,15,50701,,2,48,730,Rural,
50733,México,Jocotitlán,El Progreso,Barrio,,50701,15,50701,,2,48,6712,Rural,
50733,México,Jocotitlán,La Tenería,Barrio,,50701,15,50701,,2,48,6716,Rural,
50733,México,Jocotitlán,Los Javieres,Barrio,,50701,15,50701,,2,48,7292,Rural,
50734,México,Jocotitlán,San José de Villeje,Ranchería,,50701,15,50701,,29,48,4,Rural,
50734,México,Jocotitlán,San Joaquín,Barrio,,50701,15,50701,,2,48,6710,Rural,
50734,México,Jocotitlán,Las Ánimas Villeje,Pueblo,,50701,15,50701,,28,48,6720,Rural,
50734,México,Jocotitlán,Legorreta,Ranchería,,50701,15,50701,,29,48,7288,Rural,
50734,México,Jocotitlán,Santa Clara,Barrio,,50701,15,50701,,2,48,7289,Rural,
50734,México,Jocotitlán,Pasteje,Barrio,,50701,15,50701,,2,48,7299,Rural,
50734,México,Jocotitlán,Guadalupe,Barrio,,50701,15,50701,,2,48,8162,Urbano,
50734,México,Jocotitlán,Ex-Hacienda San José Villeje,Ranchería,,50701,15,50701,,29,48,8294,Rural,
50736,México,Jocotitlán,Mavoro,Pueblo,,50701,15,50701,,28,48,739,Rural,
50736,México,Jocotitlán,Siffari,Pueblo,,50701,15,50701,,28,48,741,Rural,
50736,México,Jocotitlán,Zacualpan,Pueblo,,50701,15,50701,,28,48,742,Rural,
50736,México,Jocotitlán,La Era,Barrio,,50701,15,50701,,2,48,6715,Rural,
50736,México,Jocotitlán,Ojo de Agua,Pueblo,,50701,15,50701,,28,48,6721,Rural,
50736,México,Jocotitlán,La Manga,Barrio,,50701,15,50701,,2,48,7284,Rural,
50736,México,Jocotitlán,Santa Mónica,Ranchería,,50701,15,50701,,29,48,7285,Rural,
50737,México,Jocotitlán,Chivoro,Barrio,,50701,15,50701,,2,48,5,Rural,
50737,México,Jocotitlán,Santa María Endare,Pueblo,,50701,15,50701,,28,48,725,Rural,
50737,México,Jocotitlán,La Venta,Barrio,,50701,15,50701,,2,48,740,Rural,
50737,México,Jocotitlán,La Loma de Endare,Barrio,,50701,15,50701,,2,48,6707,Rural,
50737,México,Jocotitlán,El Ruso,Barrio,,50701,15,50701,,2,48,6714,Rural,
50737,México,Jocotitlán,Buenavista,Barrio,,50701,15,50701,,2,48,7287,Rural,
50740,México,Ixtlahuaca,Ixtlahuaca de Rayón Centro,Pueblo,,50741,15,50741,,28,42,744,Urbano,
50740,México,Ixtlahuaca,Sedue,Colonia,,50741,15,50741,,9,42,5239,Urbano,
50740,México,Ixtlahuaca,San Francisco de Asís,Colonia,,50741,15,50741,,9,42,5240,Rural,
50740,México,Ixtlahuaca,PROFEDIX I,Colonia,,50741,15,50741,,9,42,5242,Urbano,
50740,México,Ixtlahuaca,PROFEDIX II,Colonia,,50741,15,50741,,9,42,5243,Rural,
50740,México,Ixtlahuaca,La Concepción de los Baños,Ejido,,50741,15,50741,,15,42,6657,Rural,
50740,México,Ixtlahuaca,Los Reyes,Fraccionamiento,,50741,15,50741,,21,42,8754,Urbano,
50740,México,Ixtlahuaca,San Pedro,Barrio,,50741,15,50741,,2,42,8761,Rural,
50740,México,Ixtlahuaca,Magisterial,Fraccionamiento,,50741,15,50741,,21,42,9518,Urbano,
50744,México,Ixtlahuaca,Químico José Donaciano y Mier,Fraccionamiento,,50741,15,50741,,21,42,8752,Urbano,
50744,México,Ixtlahuaca,ISSEMYM,Fraccionamiento,,50741,15,50741,,21,42,8753,Urbano,
50750,México,Ixtlahuaca,Jalpa de los Baños,Pueblo,,50741,15,50741,,28,42,745,Rural,
50750,México,Ixtlahuaca,San Antonio de los Remedios,Pueblo,,50741,15,50741,,28,42,746,Rural,
50750,México,Ixtlahuaca,Jalpa de Dolores,Ranchería,,50741,15,50741,,29,42,759,Rural,
50750,México,Ixtlahuaca,20 de Noviembre,Ejido,,50741,15,50741,,15,42,7405,Rural,
50753,México,Ixtlahuaca,Guadalupe del Río,Colonia,,50741,15,50741,,9,42,6647,Rural,
50753,México,Ixtlahuaca,San Francisco del Río,Ranchería,,50741,15,50741,,29,42,6651,Rural,
50753,México,Ixtlahuaca,Cuauhtémoc,Colonia,,50741,15,50741,,9,42,7406,Rural,
50754,México,Ixtlahuaca,San Cristóbal de los Baños,Pueblo,,50741,15,50741,,28,42,747,Urbano,
50754,México,Ixtlahuaca,La Concepción de los Baños,Pueblo,,50741,15,50741,,28,42,755,Urbano,
50754,México,Ixtlahuaca,Atotonilco,Ejido,,50741,15,50741,,15,42,6646,Rural,
50754,México,Ixtlahuaca,La Concepción de los Baños Primero,Ejido,,50741,15,50741,,15,42,6656,Rural,
50755,México,Ixtlahuaca,San Pedro de los Baños,Pueblo,,50741,15,50741,,28,42,749,Urbano,
50755,México,Ixtlahuaca,Casa Blanca,Barrio,,50741,15,50741,,2,42,7404,Rural,
50760,México,Ixtlahuaca,San Ignacio del Pedregal,Pueblo,,50741,15,50741,,28,42,760,Rural,
50760,México,Ixtlahuaca,Santa Ana la Ladera,Pueblo,,50741,15,50741,,28,42,762,Urbano,
50760,México,Ixtlahuaca,San Isidro Boxipe,Pueblo,,50741,15,50741,,28,42,763,Rural,
50760,México,Ixtlahuaca,Santa Ana Ixtlahuaca (Santa Ana Ixtlahuacingo),Pueblo,,50741,15,50741,,28,42,8284,Urbano,
50764,México,Ixtlahuaca,Shira,Barrio,,50741,15,50741,,2,42,7401,Rural,
50770,México,Ixtlahuaca,La Concepción Enyege,Pueblo,,50741,15,50741,,28,42,764,Rural,
50770,México,Ixtlahuaca,Dolores Enyege,Pueblo,,50741,15,50741,,28,42,765,Rural,
50770,México,Ixtlahuaca,La Guadalupana (El Sauco),Pueblo,,50741,15,50741,,28,42,766,Rural,
50770,México,Ixtlahuaca,San Andrés del Pedregal,Pueblo,,50741,15,50741,,28,42,767,Rural,
50770,México,Ixtlahuaca,San Juan de las Manzanas,Pueblo,,50741,15,50741,,28,42,768,Urbano,
50770,México,Ixtlahuaca,San Miguel Enyege,Pueblo,,50741,15,50741,,28,42,769,Rural,
50770,México,Ixtlahuaca,El Rincón de los Perales,Ranchería,,50741,15,50741,,29,42,770,Rural,
50770,México,Ixtlahuaca,Emiliano Zapata (Santo Domingo),Pueblo,,50741,15,50741,,28,42,6652,Urbano,
50770,México,Ixtlahuaca,La Bandera,Barrio,,50741,15,50741,,2,42,7402,Rural,
50773,México,Ixtlahuaca,Guadalupe Cachi,Pueblo,,50741,15,50741,,28,42,743,Urbano,
50773,México,Ixtlahuaca,San Pablo de los Remedios,Pueblo,,50741,15,50741,,28,42,748,Rural,
50773,México,Ixtlahuaca,Santo Domingo de Guzmán,Pueblo,,50741,15,50741,,28,42,751,Urbano,
50773,México,Ixtlahuaca,San Mateo Ixtlahuaca,Pueblo,,50741,15,50741,,28,42,754,Rural,
50773,México,Ixtlahuaca,San José del Río,Ranchería,,50741,15,50741,,29,42,6650,Rural,
50773,México,Ixtlahuaca,El Tecomate,Barrio,,50741,15,50741,,2,42,7403,Urbano,
50774,México,Ixtlahuaca,Santo Domingo Huereje,Barrio,,50741,15,50741,,2,42,750,Rural,
50774,México,Ixtlahuaca,San Francisco de Guzmán,Ranchería,,50741,15,50741,,29,42,753,Rural,
50774,México,Ixtlahuaca,Trojes,Barrio,,50741,15,50741,,2,42,756,Rural,
50774,México,Ixtlahuaca,Santa María del Llano,Pueblo,,50741,15,50741,,28,42,757,Urbano,
50774,México,Ixtlahuaca,San Bartolo del Llano,Pueblo,,50741,15,50741,,28,42,758,Urbano,
50774,México,Ixtlahuaca,Francisco I Madero,Colonia,,50741,15,50741,,9,42,6648,Rural,
50774,México,Ixtlahuaca,Huereje,Ejido,,50741,15,50741,,15,42,6658,Rural,
50774,México,Ixtlahuaca,Luis Donaldo Colosio,Colonia,,50741,15,50741,,9,42,7397,Rural,
50774,México,Ixtlahuaca,Número 5,Barrio,,50741,15,50741,,2,42,8756,Urbano,
50774,México,Ixtlahuaca,Número 9,Barrio,,50741,15,50741,,2,42,8757,Urbano,
50774,México,Ixtlahuaca,San José Huereje,Ranchería,,50741,15,50741,,29,42,8762,Rural,
50774,México,Ixtlahuaca,Ignacio Zaragoza,Colonia,,50741,15,50741,,9,42,8961,Urbano,
50775,México,Ixtlahuaca,San Miguel el Alto (Ranchos Viejos),Pueblo,,50741,15,50741,,28,42,7398,Rural,
50780,México,Ixtlahuaca,San Ildefonso,Pueblo,,50741,15,50741,,28,42,773,Rural,
50780,México,Ixtlahuaca,San Lorenzo Toxico,Pueblo,,50741,15,50741,,28,42,775,Rural,
50780,México,Ixtlahuaca,San Lorenzo Toxico Manzana Sexta,Ejido,,50741,15,50741,,15,42,6653,Rural,
50780,México,Ixtlahuaca,San Lorenzo Toxico Manzana Séptima,Ejido,,50741,15,50741,,15,42,6654,Rural,
50780,México,Ixtlahuaca,San Lorenzo Toxico Manzana Octava,Ejido,,50741,15,50741,,15,42,6655,Rural,
50780,México,Ixtlahuaca,San Francisco Ixtlahuaca,Pueblo,,50741,15,50741,,28,42,7396,Rural,
50780,México,Ixtlahuaca,San Francisco,Ranchería,,50741,15,50741,,29,42,8759,Rural,
50783,México,Ixtlahuaca,San Antonio Bonixi,Pueblo,,50741,15,50741,,28,42,772,Rural,
50783,México,Ixtlahuaca,San Joaquín el Junco,Barrio,,50741,15,50741,,2,42,774,Rural,
50783,México,Ixtlahuaca,San Pedro la Cabecera,Barrio,,50741,15,50741,,2,42,776,Urbano,
50783,México,Ixtlahuaca,La Purísima,Ejido,,50741,15,50741,,15,42,778,Rural,
50783,México,Ixtlahuaca,San Joaquín la Cabecera,Barrio,,50741,15,50741,,2,42,6649,Rural,
50783,México,Ixtlahuaca,San Jerónimo la Cañada,Pueblo,,50741,15,50741,,28,42,7395,Rural,
50783,México,Ixtlahuaca,Hacienda la Purísima,Fraccionamiento,,50741,15,50741,,21,42,8763,Rural,
50785,México,Ixtlahuaca,San Jerónimo Ixtapantongo,Pueblo,,50741,15,50741,,28,42,777,Urbano,
50785,México,Ixtlahuaca,San Jerónimo Ixtlapantongo,Ejido,,50741,15,50741,,15,42,8760,Rural,
50800,México,Jiquipilco,Jiquipilco,Pueblo,,50801,15,50801,,28,47,779,Urbano,
50810,México,Jiquipilco,Manzana Primera la Capilla,Ranchería,,50801,15,50801,,29,47,6907,Rural,
50810,México,Jiquipilco,Manzana Tercera Panthé,Ranchería,,50801,15,50801,,29,47,6914,Rural,
50810,México,Jiquipilco,Manzana Segunda,Ranchería,,50801,15,50801,,29,47,6915,Rural,
50810,México,Jiquipilco,Manzana Tercera Juashi,Ranchería,,50801,15,50801,,29,47,8160,Rural,
50810,México,Jiquipilco,Manzana Tercera (Bodo),Ranchería,,50801,15,50801,,29,47,8463,Rural,
50810,México,Jiquipilco,Manzana Primera Parte Alta,Colonia,,50801,15,50801,,9,47,8727,Rural,
50810,México,Jiquipilco,Las Palomitas (Puerto Jiquipilli),Ranchería,,50801,15,50801,,29,47,8745,Rural,
50810,México,Jiquipilco,Manzana Tercera Tasthe,Ranchería,,50801,15,50801,,29,47,8751,Rural,
50813,México,Jiquipilco,Loma de Endotzi (Manzana Sexta),Pueblo,,50801,15,50801,,28,47,780,Rural,
50813,México,Jiquipilco,Manzana Sexta Parte Centro,Ranchería,,50801,15,50801,,29,47,6903,Rural,
50813,México,Jiquipilco,Manzana Quinta (La Cañada),Ranchería,,50801,15,50801,,29,47,6904,Rural,
50813,México,Jiquipilco,Manzana Sexta Parte Alta,Ranchería,,50801,15,50801,,29,47,8731,Rural,
50813,México,Jiquipilco,Manzana Sexta Parte Baja,Ranchería,,50801,15,50801,,29,47,8732,Rural,
50814,México,Jiquipilco,El Jaral (Tierra Montón),Ranchería,,50801,15,50801,,29,47,6908,Rural,
50814,México,Jiquipilco,Buenavista,Ranchería,,50801,15,50801,,29,47,8730,Rural,
50815,México,Jiquipilco,San Francisco Portezuelo,Ranchería,,50801,15,50801,,29,47,1,Rural,
50815,México,Jiquipilco,Portezuelo,Pueblo,,50801,15,50801,,28,47,781,Rural,
50815,México,Jiquipilco,Loma del Madroño,Pueblo,,50801,15,50801,,28,47,6910,Rural,
50816,México,Jiquipilco,Santa Isabel,Ejido,,50801,15,50801,,15,47,787,Rural,
50816,México,Jiquipilco,Manzana Cuarta,Pueblo,,50801,15,50801,,28,47,6906,Rural,
50816,México,Jiquipilco,San Isidro,Ranchería,,50801,15,50801,,29,47,6916,Rural,
50820,México,Jiquipilco,Mañi,Ejido,,50801,15,50801,,15,47,785,Rural,
50820,México,Jiquipilco,Santa María Nativitas el Colector,Ejido,,50801,15,50801,,15,47,801,Rural,
50820,México,Jiquipilco,Llano Grande (Planta Piloto),Ejido,,50801,15,50801,,15,47,6912,Rural,
50820,México,Jiquipilco,Las Golondrinas,Ranchería,,50801,15,50801,,29,47,8728,Rural,
50823,México,Jiquipilco,Tierra Blanca,Ranchería,,50801,15,50801,,29,47,6919,Rural,
50824,México,Jiquipilco,San Martín Morelos,Pueblo,,50801,15,50801,,28,47,784,Rural,
50824,México,Jiquipilco,Los Quiroz,Ranchería,,50801,15,50801,,29,47,8742,Rural,
50825,México,Jiquipilco,San Miguel Yuxtepec,Pueblo,,50801,15,50801,,28,47,782,Rural,
50825,México,Jiquipilco,Sección del Cerrito,Ranchería,,50801,15,50801,,29,47,6917,Rural,
50825,México,Jiquipilco,El Santuario del Señor del Cerrito,Equipamiento,,50801,15,50801,,17,47,8734,Rural,
50825,México,Jiquipilco,Pie del Cerro,Ranchería,,50801,15,50801,,29,47,8743,Rural,
50825,México,Jiquipilco,La Pastora,Ranchería,,50801,15,50801,,29,47,8750,Rural,
50826,México,Jiquipilco,La Purísima,Colonia,,50801,15,50801,,9,47,6905,Rural,
50830,México,Jiquipilco,Loma del Astillero,Pueblo,,50801,15,50801,,28,47,788,Rural,
50830,México,Jiquipilco,Manzana Cuarta de Santa Cruz Tepexpan,Pueblo,,50801,15,50801,,28,47,797,Rural,
50830,México,Jiquipilco,Manzana Tercera de Santa Cruz Tepexpan,Ranchería,,50801,15,50801,,29,47,6913,Rural,
50830,México,Jiquipilco,Santa Cruz Tepexpan,Colonia,,50801,15,50801,,9,47,8726,Rural,
50830,México,Jiquipilco,Manzana Segunda de Santa Cruz Tepexpan,Colonia,,50801,15,50801,,9,47,8733,Rural,
50833,México,Jiquipilco,San José del Sitio,Pueblo,,50801,15,50801,,28,47,791,Rural,
50833,México,Jiquipilco,San Francisco el Alto,Ranchería,,50801,15,50801,,29,47,6918,Rural,
50833,México,Jiquipilco,Bóximo,Ranchería,,50801,15,50801,,29,47,8492,Rural,
50834,México,Jiquipilco,Alegre,Ranchería,,50801,15,50801,,29,47,794,Rural,
50834,México,Jiquipilco,Buenos Aires,Pueblo,,50801,15,50801,,28,47,796,Rural,
50835,México,Jiquipilco,Dolores Amarillas,Ejido,,50801,15,50801,,15,47,793,Rural,
50836,México,Jiquipilco,San Antonio Nixini,Pueblo,,50801,15,50801,,28,47,792,Rural,
50836,México,Jiquipilco,Hacienda Nixini,Ranchería,,50801,15,50801,,29,47,8735,Rural,
50840,México,Jiquipilco,Loma Vicente Guerrero,Pueblo,,50801,15,50801,,28,47,786,Rural,
50840,México,Jiquipilco,Loma de San Felipe,Pueblo,,50801,15,50801,,28,47,790,Rural,
50840,México,Jiquipilco,Mañi (Ex-hacienda de Mañi),Ranchería,,50801,15,50801,,29,47,802,Rural,
50840,México,Jiquipilco,Moxteje,Pueblo,,50801,15,50801,,28,47,803,Rural,
50840,México,Jiquipilco,Santa María Nativitas,Ejido,,50801,15,50801,,15,47,6901,Rural,
50840,México,Jiquipilco,Los Ortices,Ranchería,,50801,15,50801,,29,47,8729,Rural,
50840,México,Jiquipilco,Loma del Sitio,Colonia,,50801,15,50801,,9,47,8741,Rural,
50840,México,Jiquipilco,Moxteje,Ejido,,50801,15,50801,,15,47,8748,Rural,
50840,México,Jiquipilco,Santa María Nativitas,Pueblo,,50801,15,50801,,28,47,8958,Rural,
50843,México,Jiquipilco,San Felipe y Santiago,Pueblo,,50801,15,50801,,28,47,795,Urbano,
50844,México,Jiquipilco,San Bartolo Oxtotitlán,Pueblo,,50801,15,50801,,28,47,798,Rural,
50844,México,Jiquipilco,De Sila (Ejido de Sila),Ranchería,,50801,15,50801,,29,47,799,Rural,
50844,México,Jiquipilco,Loma Hermosa,Ranchería,,50801,15,50801,,29,47,6911,Rural,
50844,México,Jiquipilco,Primero Buenos Aires,Ranchería,,50801,15,50801,,29,47,6920,Rural,
50844,México,Jiquipilco,Benito Juárez San Felipe Santiago,Colonia,,50801,15,50801,,9,47,6921,Rural,
50844,México,Jiquipilco,La Nopalera,Ranchería,,50801,15,50801,,29,47,8508,Rural,
50844,México,Jiquipilco,Morelos San Felipe y Santiago,Colonia,,50801,15,50801,,9,47,8738,Rural,
50845,México,Jiquipilco,Loma de Malacota,Pueblo,,50801,15,50801,,28,47,789,Rural,
50845,México,Jiquipilco,Emiliano Zapata,Colonia,,50801,15,50801,,9,47,6909,Rural,
50845,México,Jiquipilco,Loma de San Pedro,Ranchería,,50801,15,50801,,29,47,8736,Rural,
50845,México,Jiquipilco,Santa Lucía,Ranchería,,50801,15,50801,,29,47,8737,Rural,
50846,México,Jiquipilco,Manzana Quinta de San Bartolo Oxtotitlán,Ranchería,,50801,15,50801,,29,47,6902,Rural,
50847,México,Jiquipilco,Loma de Hidalgo,Pueblo,,50801,15,50801,,28,47,800,Rural,
50847,México,Jiquipilco,Colorado,Ranchería,,50801,15,50801,,29,47,804,Rural,
50847,México,Jiquipilco,El Rincón Loma de Hidalgo,Ranchería,,50801,15,50801,,29,47,8739,Rural,
50847,México,Jiquipilco,Flores Magón,Colonia,,50801,15,50801,,9,47,8740,Rural,
50847,México,Jiquipilco,Manzana Tercera Loma de Hidalgo,Colonia,,50801,15,50801,,9,47,8746,Rural,
50847,México,Jiquipilco,Loma Hidalgo Manzana Cuarta,Colonia,,50801,15,50801,,9,47,8747,Rural,
50847,México,Jiquipilco,Loma Hidalgo Colonia Benito Juárez,Colonia,,50801,15,50801,,9,47,8749,Rural,
50848,México,Jiquipilco,Palo Gacho,Ranchería,,50801,15,50801,,29,47,8744,Rural,
50850,México,Temoaya,Temoaya,Pueblo,,50851,15,50851,,28,87,819,Urbano,
50850,México,Temoaya,Tlaltenango Abajo,Barrio,,50851,15,50851,,2,87,6779,Rural,
50850,México,Temoaya,Tlaltenango Arriba,Barrio,,50851,15,50851,,2,87,6943,Rural,
50860,México,Temoaya,Loma Alta,Barrio,,50851,15,50851,,2,87,810,Rural,
50860,México,Temoaya,Pothé,Barrio,,50851,15,50851,,2,87,812,Rural,
50863,México,Temoaya,La Cañada,Barrio,,50851,15,50851,,2,87,807,Rural,
50863,México,Temoaya,Jiquipilco el Viejo,Pueblo,,50851,15,50851,,28,87,829,Rural,
50863,México,Temoaya,Tierra Blanca,Pueblo,,50851,15,50851,,28,87,6778,Rural,
50864,México,Temoaya,Calle Real,Barrio,,50851,15,50851,,2,87,823,Rural,
50864,México,Temoaya,Cerrito del Panal,Pueblo,,50851,15,50851,,28,87,825,Rural,
50865,México,Temoaya,Enthavi,Pueblo,,50851,15,50851,,28,87,828,Urbano,
50865,México,Temoaya,Enthavi 2da Sección,Pueblo,,50851,15,50851,,28,87,7370,Urbano,
50865,México,Temoaya,Enthavi 3ra Sección Ojo de Agua,Pueblo,,50851,15,50851,,28,87,7371,Rural,
50865,México,Temoaya,Solalpan 2da Sección,Pueblo,,50851,15,50851,,28,87,7380,Rural,
50866,México,Temoaya,Solalpan 1ra. Sección,Pueblo,,50851,15,50851,,28,87,830,Rural,
50866,México,Temoaya,San Pedro Abajo 2da Sección (Loma Larga),Pueblo,,50851,15,50851,,28,87,831,Rural,
50866,México,Temoaya,Zanja Vieja,Barrio,,50851,15,50851,,2,87,833,Rural,
50866,México,Temoaya,Tlaltenanguito,Pueblo,,50851,15,50851,,28,87,834,Rural,
50866,México,Temoaya,Luis Donaldo Colosio Murrieta,Barrio,,50851,15,50851,,2,87,6775,Rural,
50866,México,Temoaya,San Pedro Abajo,Pueblo,,50851,15,50851,,28,87,7377,Urbano,
50866,México,Temoaya,San Pedro Abajo 1ra Sección (Loma del Caracol),Ranchería,,50851,15,50851,,29,87,8655,Rural,
50867,México,Temoaya,Puente Roto,Colonia,,50851,15,50851,,9,87,3,Rural,
50867,México,Temoaya,San Pedro Arriba 1ra. Sección,Ranchería,,50851,15,50851,,29,87,4,Rural,
50867,México,Temoaya,Laurel 1ra. Sección,Barrio,,50851,15,50851,,2,87,827,Rural,
50867,México,Temoaya,San Pedro Arriba 3a Sección,Pueblo,,50851,15,50851,,28,87,832,Rural,
50867,México,Temoaya,San Pedro Arriba 4ta Sección (Cinco Reales),Pueblo,,50851,15,50851,,28,87,6944,Rural,
50867,México,Temoaya,San Pedro Arriba 2da. Sección,Barrio,,50851,15,50851,,2,87,6946,Rural,
50867,México,Temoaya,Laureles 2da Sección,Barrio,,50851,15,50851,,2,87,7374,Rural,
50867,México,Temoaya,San Pedro Arriba,Pueblo,,50851,15,50851,,28,87,7378,Urbano,
50867,México,Temoaya,San Pedro Arriba 5ta Sección (San Lorencito),Pueblo,,50851,15,50851,,28,87,7379,Rural,
50868,México,Temoaya,San Pedro Arriba 6ta. Sección,Ranchería,,50851,15,50851,,29,87,5,Rural,
50868,México,Temoaya,Centro Ceremonial Otomí,Colonia,,50851,15,50851,,9,87,8652,Rural,
50869,México,Temoaya,Adolfo López Mateos,Colonia,,50851,15,50851,,9,87,7375,Rural,
50870,México,Temoaya,San Lorenzo Oyamel,Pueblo,,50851,15,50851,,28,87,817,Urbano,
50870,México,Temoaya,Mimbres,Ejido,,50851,15,50851,,15,87,6780,Rural,
50874,México,Temoaya,La Magdalena Tenexpan,Pueblo,,50851,15,50851,,28,87,808,Rural,
50874,México,Temoaya,Campamento Kilómetro 48,Ranchería,,50851,15,50851,,29,87,7373,Rural,
50874,México,Temoaya,Molino Arriba,Barrio,,50851,15,50851,,2,87,7376,Urbano,
50880,México,Temoaya,Hacienda las Trojes,Fraccionamiento,,50851,15,50851,,21,87,1,Rural,
50880,México,Temoaya,Buena Ventura,Fraccionamiento,,50851,15,50851,,21,87,2,Rural,
50880,México,Temoaya,De Trojes (San Antonio del Puente),Ranchería,,50851,15,50851,,29,87,809,Rural,
50880,México,Temoaya,San José Pathé,Pueblo,,50851,15,50851,,28,87,824,Rural,
50880,México,Temoaya,Loma de Progreso,Pueblo,,50851,15,50851,,28,87,6774,Rural,
50880,México,Temoaya,San Antonio del Puente,Pueblo,,50851,15,50851,,28,87,6776,Rural,
50883,México,Temoaya,Dolores,Ejido,,50851,15,50851,,15,87,806,Rural,
50883,México,Temoaya,Morelos,Colonia,,50851,15,50851,,9,87,835,Rural,
50884,México,Temoaya,Llano de la Y,Pueblo,,50851,15,50851,,28,87,6773,Rural,
50885,México,Temoaya,San José Buenavista el Grande,Pueblo,,52061,15,52061,,28,87,814,Rural,
50885,México,Temoaya,Rinconada del Valle,Fraccionamiento,,52061,15,52061,,21,87,8486,Urbano,
50886,México,Temoaya,Molino Abajo,Barrio,,50851,15,50851,,2,87,811,Urbano,
50886,México,Temoaya,Loma de San Nicolás,Colonia,,50851,15,50851,,9,87,6945,Rural,
50886,México,Temoaya,La Magdalena Tenexpan 3ra. Sección,Pueblo,,50851,15,50851,,28,87,7382,Rural,
50886,México,Temoaya,La Magdalena Tenexpan 4ta. Sección,Ranchería,,50851,15,50851,,29,87,8653,Rural,
50890,México,Temoaya,San Diego Alcalá,Pueblo,,50851,15,50851,,28,87,813,Urbano,
50890,México,Temoaya,Lázaro Cárdenas,Colonia,,50851,15,50851,,9,87,821,Rural,
50890,México,Temoaya,Emiliano Zapata (Ejido Santiago Temoaya),Colonia,,50851,15,50851,,9,87,7381,Rural,
50890,México,Temoaya,Silverio Galicia García,Ranchería,,50851,15,50851,,29,87,8654,Rural,
50893,México,Temoaya,San José Comalco,Pueblo,,50851,15,50851,,28,87,815,Rural,
50893,México,Temoaya,San Mateo Alcalá,Pueblo,,50851,15,50851,,28,87,6777,Rural,
50894,México,Temoaya,San Lucas,Ranchería,,50851,15,50851,,29,87,6,Rural,
50894,México,Temoaya,San José las Lomas,Pueblo,,50851,15,50851,,28,87,816,Rural,
50895,México,Temoaya,Allende,Ejido,,50851,15,50851,,15,87,805,Rural,
50895,México,Temoaya,Las Lomas,Ranchería,,50851,15,50851,,29,87,822,Rural,
50896,México,Temoaya,Taborda,Ejido,,50851,15,50851,,15,87,818,Rural,
50900,México,Almoloya de Juárez,Almoloya de Juárez Centro,Colonia,Almoloya de Juárez,50901,15,50901,,9,5,836,Rural,39
50900,México,Almoloya de Juárez,Armando Bernal,Unidad habitacional,Almoloya de Juárez,50901,15,50901,,31,5,5202,Rural,39
50900,México,Almoloya de Juárez,Ecológico SUTEYM,Fraccionamiento,Almoloya de Juárez,50901,15,50901,,21,5,5203,Urbano,39
50900,México,Almoloya de Juárez,Loma de Juárez,Colonia,,50901,15,50901,,9,5,5244,Urbano,
50900,México,Almoloya de Juárez,El Plan de San Pedro,Colonia,,50901,15,50901,,9,5,8542,Rural,
50900,México,Almoloya de Juárez,San Pedro,Barrio,Almoloya de Juárez,50901,15,50901,,2,5,9098,Urbano,39
50903,México,Almoloya de Juárez,Mina México,Pueblo,,50901,15,50901,,28,5,841,Rural,
50903,México,Almoloya de Juárez,San Pedro,Ejido,,50901,15,50901,,15,5,844,Rural,
50903,México,Almoloya de Juárez,Santa Juana Primera Sección,Pueblo,,50901,15,50901,,28,5,847,Rural,
50903,México,Almoloya de Juárez,Colinas del Sol,Fraccionamiento,,50901,15,50901,,21,5,6398,Urbano,
50903,México,Almoloya de Juárez,Rincón del Alamo,Fraccionamiento,,50901,15,50901,,21,5,7461,Rural,
50903,México,Almoloya de Juárez,San Pedro Zona Norte,Barrio,,50901,15,50901,,2,5,8535,Rural,
50903,México,Almoloya de Juárez,Ejido de San Lorenzo Cuauhtenco,Ranchería,,50901,15,50901,,29,5,8540,Rural,
50903,México,Almoloya de Juárez,San José Amealco (Rancho el Capulín),Rancho,,50901,15,50901,,48,5,8555,Rural,
